row_no,pl_date,frequency,gl_company_code,gl_account,counter_party_gl_code,intercompany_relationship,regulated_ind,fsa_eligibility_ind,party_id,currency_code,legacy_gl_account_number,base_balance,usd_balance,fx_rate,multiply_divide_ind,original_usd_balance,gl_product,gl_account_description,profit_center,profit_center_desc,legacy_consolidated_10q_level_1,legacy_consolidated_10q_level_2,legacy_consolidated_10q_level_3,legacy_consolidated_10q_level_4,legacy_consolidated_10q_level_5,legacy_consolidated_10q_level_6,legacy_consolidated_10q_level_7,profit_center_level_1,profit_center_level_2,profit_center_level_3,profit_center_level_4,profit_center_level_5,profit_center_level_6,profit_center_level_7
127,2023-02-01,Random_frequency_839,Random_gl_company_code_230,150500,Random_counter_party_gl_code_55,Random_intercompany_relationship_138,Random_regulated_ind_267,Random_fsa_eligibility_ind_447,Random_party_id_931,Random_currency_code_313,Random_legacy_gl_account_number_326,130.26,669.69,631.77,Random_multiply_divide_ind_525,693.39,Random_gl_product_391,Random_gl_account_description_892,Random_profit_center_240,Random_profit_center_desc_930,Random_legacy_consolidated_10q_level_1_178,Random_legacy_consolidated_10q_level_2_339,Random_legacy_consolidated_10q_level_3_449,Random_legacy_consolidated_10q_level_4_831,BLAH4,Random_legacy_consolidated_10q_level_6_747,Random_legacy_consolidated_10q_level_7_143,Random_profit_center_level_1_742,Random_profit_center_level_2_853,Random_profit_center_level_3_533,Random_profit_center_level_4_328,Random_profit_center_level_5_585,Random_profit_center_level_6_810,Random_profit_center_level_7_995
415,2023-02-01,Random_frequency_604,Random_gl_company_code_745,150100,Random_counter_party_gl_code_482,Random_intercompany_relationship_357,Random_regulated_ind_459,Random_fsa_eligibility_ind_348,Random_party_id_449,Random_currency_code_577,Random_legacy_gl_account_number_987,895.34,256.75,787.28,Random_multiply_divide_ind_507,751.71,Random_gl_product_540,Random_gl_account_description_133,Random_profit_center_643,Random_profit_center_desc_432,Random_legacy_consolidated_10q_level_1_693,Random_legacy_consolidated_10q_level_2_155,Random_legacy_consolidated_10q_level_3_914,Random_legacy_consolidated_10q_level_4_267,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_17,Random_legacy_consolidated_10q_level_7_235,Random_profit_center_level_1_675,Random_profit_center_level_2_398,Random_profit_center_level_3_917,Random_profit_center_level_4_717,Random_profit_center_level_5_51,Random_profit_center_level_6_817,Random_profit_center_level_7_986
366,2023-01-01,Random_frequency_520,Random_gl_company_code_68,150100,Random_counter_party_gl_code_558,Random_intercompany_relationship_420,Random_regulated_ind_465,Random_fsa_eligibility_ind_852,Random_party_id_150,Random_currency_code_365,Random_legacy_gl_account_number_107,399.41,898.45,247.41,Random_multiply_divide_ind_641,529.46,Random_gl_product_251,Random_gl_account_description_295,Random_profit_center_801,Random_profit_center_desc_772,Random_legacy_consolidated_10q_level_1_18,Random_legacy_consolidated_10q_level_2_188,Random_legacy_consolidated_10q_level_3_514,Random_legacy_consolidated_10q_level_4_758,BLAH2,Random_legacy_consolidated_10q_level_6_137,Random_legacy_consolidated_10q_level_7_482,Random_profit_center_level_1_396,Random_profit_center_level_2_538,Random_profit_center_level_3_150,Random_profit_center_level_4_689,Random_profit_center_level_5_622,Random_profit_center_level_6_483,Random_profit_center_level_7_158
632,2023-01-01,Random_frequency_894,Random_gl_company_code_156,150200,Random_counter_party_gl_code_302,Random_intercompany_relationship_809,Random_regulated_ind_412,Random_fsa_eligibility_ind_420,Random_party_id_218,Random_currency_code_320,Random_legacy_gl_account_number_600,850.42,284.7,220.22,Random_multiply_divide_ind_873,718.27,Random_gl_product_277,Random_gl_account_description_895,Random_profit_center_814,Random_profit_center_desc_692,Random_legacy_consolidated_10q_level_1_136,Random_legacy_consolidated_10q_level_2_303,Random_legacy_consolidated_10q_level_3_704,Random_legacy_consolidated_10q_level_4_571,BLAH4,Random_legacy_consolidated_10q_level_6_906,Random_legacy_consolidated_10q_level_7_637,Random_profit_center_level_1_250,Random_profit_center_level_2_95,Random_profit_center_level_3_184,Random_profit_center_level_4_624,Random_profit_center_level_5_143,Random_profit_center_level_6_237,Random_profit_center_level_7_44
750,2023-02-01,Random_frequency_390,Random_gl_company_code_503,150200,Random_counter_party_gl_code_111,Random_intercompany_relationship_971,Random_regulated_ind_514,Random_fsa_eligibility_ind_366,Random_party_id_590,Random_currency_code_518,Random_legacy_gl_account_number_612,759.68,712.13,684.72,Random_multiply_divide_ind_232,275.11,Random_gl_product_486,Random_gl_account_description_604,Random_profit_center_395,Random_profit_center_desc_489,Random_legacy_consolidated_10q_level_1_453,Random_legacy_consolidated_10q_level_2_353,Random_legacy_consolidated_10q_level_3_512,Random_legacy_consolidated_10q_level_4_921,BLAH2,Random_legacy_consolidated_10q_level_6_745,Random_legacy_consolidated_10q_level_7_220,Random_profit_center_level_1_673,Random_profit_center_level_2_934,Random_profit_center_level_3_895,Random_profit_center_level_4_817,Random_profit_center_level_5_599,Random_profit_center_level_6_369,Random_profit_center_level_7_876
525,2023-01-01,Random_frequency_984,Random_gl_company_code_392,150400,Random_counter_party_gl_code_235,Random_intercompany_relationship_933,Random_regulated_ind_144,Random_fsa_eligibility_ind_186,Random_party_id_831,Random_currency_code_10,Random_legacy_gl_account_number_126,780.67,108.7,207.46,Random_multiply_divide_ind_773,345.5,Random_gl_product_597,Random_gl_account_description_275,Random_profit_center_354,Random_profit_center_desc_584,Random_legacy_consolidated_10q_level_1_616,Random_legacy_consolidated_10q_level_2_791,Random_legacy_consolidated_10q_level_3_903,Random_legacy_consolidated_10q_level_4_136,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_668,Random_legacy_consolidated_10q_level_7_431,Random_profit_center_level_1_672,Random_profit_center_level_2_295,Random_profit_center_level_3_373,Random_profit_center_level_4_456,Random_profit_center_level_5_579,Random_profit_center_level_6_16,Random_profit_center_level_7_119
398,2023-02-01,Random_frequency_484,Random_gl_company_code_531,150300,Random_counter_party_gl_code_930,Random_intercompany_relationship_942,Random_regulated_ind_821,Random_fsa_eligibility_ind_33,Random_party_id_601,Random_currency_code_950,Random_legacy_gl_account_number_193,499.04,144.79,752.37,Random_multiply_divide_ind_48,858.27,Random_gl_product_900,Random_gl_account_description_163,Random_profit_center_933,Random_profit_center_desc_958,Random_legacy_consolidated_10q_level_1_547,Random_legacy_consolidated_10q_level_2_553,Random_legacy_consolidated_10q_level_3_603,Random_legacy_consolidated_10q_level_4_680,BLAH1,Random_legacy_consolidated_10q_level_6_77,Random_legacy_consolidated_10q_level_7_288,Random_profit_center_level_1_57,Random_profit_center_level_2_648,Random_profit_center_level_3_473,Random_profit_center_level_4_29,Random_profit_center_level_5_72,Random_profit_center_level_6_928,Random_profit_center_level_7_913
726,2023-02-01,Random_frequency_131,Random_gl_company_code_862,150400,Random_counter_party_gl_code_522,Random_intercompany_relationship_290,Random_regulated_ind_466,Random_fsa_eligibility_ind_277,Random_party_id_632,Random_currency_code_487,Random_legacy_gl_account_number_74,424.17,72.9,539.87,Random_multiply_divide_ind_334,643.79,Random_gl_product_29,Random_gl_account_description_995,Random_profit_center_699,Random_profit_center_desc_89,Random_legacy_consolidated_10q_level_1_244,Random_legacy_consolidated_10q_level_2_686,Random_legacy_consolidated_10q_level_3_988,Random_legacy_consolidated_10q_level_4_930,BLAH3,Random_legacy_consolidated_10q_level_6_981,Random_legacy_consolidated_10q_level_7_843,Random_profit_center_level_1_453,Random_profit_center_level_2_251,Random_profit_center_level_3_63,Random_profit_center_level_4_560,Random_profit_center_level_5_128,Random_profit_center_level_6_337,Random_profit_center_level_7_2
11,2023-01-01,Random_frequency_500,Random_gl_company_code_210,150100,Random_counter_party_gl_code_518,Random_intercompany_relationship_258,Random_regulated_ind_343,Random_fsa_eligibility_ind_18,Random_party_id_389,Random_currency_code_943,Random_legacy_gl_account_number_446,253.17,711.13,675.77,Random_multiply_divide_ind_839,198.05,Random_gl_product_298,Random_gl_account_description_868,Random_profit_center_925,Random_profit_center_desc_150,Random_legacy_consolidated_10q_level_1_314,Random_legacy_consolidated_10q_level_2_996,Random_legacy_consolidated_10q_level_3_171,Random_legacy_consolidated_10q_level_4_315,BLAH4,Random_legacy_consolidated_10q_level_6_587,Random_legacy_consolidated_10q_level_7_346,Random_profit_center_level_1_596,Random_profit_center_level_2_800,Random_profit_center_level_3_779,Random_profit_center_level_4_521,Random_profit_center_level_5_890,Random_profit_center_level_6_980,Random_profit_center_level_7_332
375,2023-02-01,Random_frequency_226,Random_gl_company_code_757,150500,Random_counter_party_gl_code_943,Random_intercompany_relationship_487,Random_regulated_ind_858,Random_fsa_eligibility_ind_303,Random_party_id_417,Random_currency_code_485,Random_legacy_gl_account_number_430,988.98,468.13,916.38,Random_multiply_divide_ind_18,671.98,Random_gl_product_431,Random_gl_account_description_276,Random_profit_center_244,Random_profit_center_desc_963,Random_legacy_consolidated_10q_level_1_20,Random_legacy_consolidated_10q_level_2_77,Random_legacy_consolidated_10q_level_3_679,Random_legacy_consolidated_10q_level_4_289,BLAH3,Random_legacy_consolidated_10q_level_6_104,Random_legacy_consolidated_10q_level_7_909,Random_profit_center_level_1_702,Random_profit_center_level_2_487,Random_profit_center_level_3_418,Random_profit_center_level_4_409,Random_profit_center_level_5_908,Random_profit_center_level_6_272,Random_profit_center_level_7_831
233,2023-02-01,Random_frequency_527,Random_gl_company_code_735,150100,Random_counter_party_gl_code_510,Random_intercompany_relationship_583,Random_regulated_ind_490,Random_fsa_eligibility_ind_63,Random_party_id_686,Random_currency_code_769,Random_legacy_gl_account_number_798,164.79,535.05,353.08,Random_multiply_divide_ind_936,579.49,Random_gl_product_387,Random_gl_account_description_339,Random_profit_center_561,Random_profit_center_desc_422,Random_legacy_consolidated_10q_level_1_697,Random_legacy_consolidated_10q_level_2_219,Random_legacy_consolidated_10q_level_3_962,Random_legacy_consolidated_10q_level_4_495,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_418,Random_legacy_consolidated_10q_level_7_136,Random_profit_center_level_1_259,Random_profit_center_level_2_1,Random_profit_center_level_3_324,Random_profit_center_level_4_185,Random_profit_center_level_5_769,Random_profit_center_level_6_981,Random_profit_center_level_7_821
816,2023-02-01,Random_frequency_569,Random_gl_company_code_31,150100,Random_counter_party_gl_code_247,Random_intercompany_relationship_535,Random_regulated_ind_895,Random_fsa_eligibility_ind_155,Random_party_id_741,Random_currency_code_710,Random_legacy_gl_account_number_876,16.93,554.9,666.55,Random_multiply_divide_ind_638,173.35,Random_gl_product_952,Random_gl_account_description_27,Random_profit_center_798,Random_profit_center_desc_140,Random_legacy_consolidated_10q_level_1_610,Random_legacy_consolidated_10q_level_2_661,Random_legacy_consolidated_10q_level_3_780,Random_legacy_consolidated_10q_level_4_23,BLAH4,Random_legacy_consolidated_10q_level_6_988,Random_legacy_consolidated_10q_level_7_347,Random_profit_center_level_1_986,Random_profit_center_level_2_944,Random_profit_center_level_3_509,Random_profit_center_level_4_808,Random_profit_center_level_5_322,Random_profit_center_level_6_530,Random_profit_center_level_7_616
339,2023-02-01,Random_frequency_41,Random_gl_company_code_857,150400,Random_counter_party_gl_code_274,Random_intercompany_relationship_737,Random_regulated_ind_373,Random_fsa_eligibility_ind_284,Random_party_id_725,Random_currency_code_656,Random_legacy_gl_account_number_480,237.76,605.56,886.98,Random_multiply_divide_ind_646,636.93,Random_gl_product_699,Random_gl_account_description_771,Random_profit_center_211,Random_profit_center_desc_770,Random_legacy_consolidated_10q_level_1_595,Random_legacy_consolidated_10q_level_2_340,Random_legacy_consolidated_10q_level_3_1000,Random_legacy_consolidated_10q_level_4_463,BLAH3,Random_legacy_consolidated_10q_level_6_440,Random_legacy_consolidated_10q_level_7_943,Random_profit_center_level_1_402,Random_profit_center_level_2_778,Random_profit_center_level_3_523,Random_profit_center_level_4_180,Random_profit_center_level_5_691,Random_profit_center_level_6_371,Random_profit_center_level_7_798
927,2023-01-01,Random_frequency_184,Random_gl_company_code_122,150100,Random_counter_party_gl_code_21,Random_intercompany_relationship_167,Random_regulated_ind_477,Random_fsa_eligibility_ind_526,Random_party_id_249,Random_currency_code_106,Random_legacy_gl_account_number_951,856.0,591.85,653.25,Random_multiply_divide_ind_349,372.21,Random_gl_product_553,Random_gl_account_description_885,Random_profit_center_796,Random_profit_center_desc_606,Random_legacy_consolidated_10q_level_1_952,Random_legacy_consolidated_10q_level_2_963,Random_legacy_consolidated_10q_level_3_47,Random_legacy_consolidated_10q_level_4_191,BLAH4,Random_legacy_consolidated_10q_level_6_116,Random_legacy_consolidated_10q_level_7_763,Random_profit_center_level_1_526,Random_profit_center_level_2_980,Random_profit_center_level_3_33,Random_profit_center_level_4_784,Random_profit_center_level_5_86,Random_profit_center_level_6_974,Random_profit_center_level_7_800
406,2023-02-01,Random_frequency_600,Random_gl_company_code_432,150500,Random_counter_party_gl_code_98,Random_intercompany_relationship_91,Random_regulated_ind_249,Random_fsa_eligibility_ind_157,Random_party_id_414,Random_currency_code_863,Random_legacy_gl_account_number_851,95.52,586.54,69.77,Random_multiply_divide_ind_679,178.61,Random_gl_product_632,Random_gl_account_description_805,Random_profit_center_374,Random_profit_center_desc_446,Random_legacy_consolidated_10q_level_1_885,Random_legacy_consolidated_10q_level_2_300,Random_legacy_consolidated_10q_level_3_380,Random_legacy_consolidated_10q_level_4_610,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_695,Random_legacy_consolidated_10q_level_7_361,Random_profit_center_level_1_263,Random_profit_center_level_2_456,Random_profit_center_level_3_640,Random_profit_center_level_4_846,Random_profit_center_level_5_584,Random_profit_center_level_6_342,Random_profit_center_level_7_192
438,2023-02-01,Random_frequency_868,Random_gl_company_code_973,150400,Random_counter_party_gl_code_64,Random_intercompany_relationship_35,Random_regulated_ind_97,Random_fsa_eligibility_ind_14,Random_party_id_136,Random_currency_code_1000,Random_legacy_gl_account_number_866,215.45,813.54,539.15,Random_multiply_divide_ind_900,118.67,Random_gl_product_100,Random_gl_account_description_923,Random_profit_center_181,Random_profit_center_desc_509,Random_legacy_consolidated_10q_level_1_11,Random_legacy_consolidated_10q_level_2_355,Random_legacy_consolidated_10q_level_3_575,Random_legacy_consolidated_10q_level_4_460,BLAH1,Random_legacy_consolidated_10q_level_6_810,Random_legacy_consolidated_10q_level_7_180,Random_profit_center_level_1_837,Random_profit_center_level_2_26,Random_profit_center_level_3_787,Random_profit_center_level_4_327,Random_profit_center_level_5_110,Random_profit_center_level_6_232,Random_profit_center_level_7_859
442,2023-02-01,Random_frequency_843,Random_gl_company_code_343,150100,Random_counter_party_gl_code_143,Random_intercompany_relationship_383,Random_regulated_ind_830,Random_fsa_eligibility_ind_797,Random_party_id_488,Random_currency_code_275,Random_legacy_gl_account_number_181,992.48,406.67,792.02,Random_multiply_divide_ind_837,425.02,Random_gl_product_58,Random_gl_account_description_146,Random_profit_center_154,Random_profit_center_desc_720,Random_legacy_consolidated_10q_level_1_353,Random_legacy_consolidated_10q_level_2_648,Random_legacy_consolidated_10q_level_3_76,Random_legacy_consolidated_10q_level_4_212,BLAH2,Random_legacy_consolidated_10q_level_6_62,Random_legacy_consolidated_10q_level_7_188,Random_profit_center_level_1_447,Random_profit_center_level_2_731,Random_profit_center_level_3_431,Random_profit_center_level_4_700,Random_profit_center_level_5_815,Random_profit_center_level_6_781,Random_profit_center_level_7_64
738,2023-01-01,Random_frequency_795,Random_gl_company_code_186,150100,Random_counter_party_gl_code_948,Random_intercompany_relationship_934,Random_regulated_ind_135,Random_fsa_eligibility_ind_559,Random_party_id_109,Random_currency_code_246,Random_legacy_gl_account_number_927,832.66,158.4,71.3,Random_multiply_divide_ind_270,369.25,Random_gl_product_255,Random_gl_account_description_222,Random_profit_center_157,Random_profit_center_desc_548,Random_legacy_consolidated_10q_level_1_522,Random_legacy_consolidated_10q_level_2_791,Random_legacy_consolidated_10q_level_3_504,Random_legacy_consolidated_10q_level_4_838,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_593,Random_legacy_consolidated_10q_level_7_634,Random_profit_center_level_1_717,Random_profit_center_level_2_446,Random_profit_center_level_3_147,Random_profit_center_level_4_28,Random_profit_center_level_5_356,Random_profit_center_level_6_411,Random_profit_center_level_7_819
781,2023-01-01,Random_frequency_109,Random_gl_company_code_790,150400,Random_counter_party_gl_code_77,Random_intercompany_relationship_995,Random_regulated_ind_862,Random_fsa_eligibility_ind_594,Random_party_id_727,Random_currency_code_27,Random_legacy_gl_account_number_487,674.3,415.13,150.5,Random_multiply_divide_ind_43,763.86,Random_gl_product_483,Random_gl_account_description_554,Random_profit_center_386,Random_profit_center_desc_230,Random_legacy_consolidated_10q_level_1_460,Random_legacy_consolidated_10q_level_2_535,Random_legacy_consolidated_10q_level_3_516,Random_legacy_consolidated_10q_level_4_750,BLAH2,Random_legacy_consolidated_10q_level_6_56,Random_legacy_consolidated_10q_level_7_253,Random_profit_center_level_1_475,Random_profit_center_level_2_356,Random_profit_center_level_3_864,Random_profit_center_level_4_904,Random_profit_center_level_5_158,Random_profit_center_level_6_668,Random_profit_center_level_7_226
599,2023-01-01,Random_frequency_220,Random_gl_company_code_6,150100,Random_counter_party_gl_code_758,Random_intercompany_relationship_894,Random_regulated_ind_93,Random_fsa_eligibility_ind_484,Random_party_id_12,Random_currency_code_244,Random_legacy_gl_account_number_356,780.59,511.06,592.71,Random_multiply_divide_ind_865,942.45,Random_gl_product_889,Random_gl_account_description_298,Random_profit_center_637,Random_profit_center_desc_268,Random_legacy_consolidated_10q_level_1_444,Random_legacy_consolidated_10q_level_2_769,Random_legacy_consolidated_10q_level_3_729,Random_legacy_consolidated_10q_level_4_175,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_366,Random_legacy_consolidated_10q_level_7_870,Random_profit_center_level_1_926,Random_profit_center_level_2_190,Random_profit_center_level_3_77,Random_profit_center_level_4_56,Random_profit_center_level_5_221,Random_profit_center_level_6_713,Random_profit_center_level_7_790
797,2023-01-01,Random_frequency_571,Random_gl_company_code_708,150400,Random_counter_party_gl_code_662,Random_intercompany_relationship_420,Random_regulated_ind_123,Random_fsa_eligibility_ind_286,Random_party_id_959,Random_currency_code_517,Random_legacy_gl_account_number_557,158.7,683.8,916.55,Random_multiply_divide_ind_365,445.23,Random_gl_product_308,Random_gl_account_description_407,Random_profit_center_378,Random_profit_center_desc_31,Random_legacy_consolidated_10q_level_1_863,Random_legacy_consolidated_10q_level_2_739,Random_legacy_consolidated_10q_level_3_874,Random_legacy_consolidated_10q_level_4_740,BLAH4,Random_legacy_consolidated_10q_level_6_225,Random_legacy_consolidated_10q_level_7_136,Random_profit_center_level_1_945,Random_profit_center_level_2_435,Random_profit_center_level_3_607,Random_profit_center_level_4_510,Random_profit_center_level_5_716,Random_profit_center_level_6_13,Random_profit_center_level_7_337
75,2023-01-01,Random_frequency_948,Random_gl_company_code_444,150300,Random_counter_party_gl_code_372,Random_intercompany_relationship_856,Random_regulated_ind_370,Random_fsa_eligibility_ind_679,Random_party_id_777,Random_currency_code_819,Random_legacy_gl_account_number_558,220.72,27.34,662.05,Random_multiply_divide_ind_215,598.41,Random_gl_product_918,Random_gl_account_description_644,Random_profit_center_908,Random_profit_center_desc_933,Random_legacy_consolidated_10q_level_1_913,Random_legacy_consolidated_10q_level_2_136,Random_legacy_consolidated_10q_level_3_257,Random_legacy_consolidated_10q_level_4_560,BLAH3,Random_legacy_consolidated_10q_level_6_543,Random_legacy_consolidated_10q_level_7_241,Random_profit_center_level_1_185,Random_profit_center_level_2_984,Random_profit_center_level_3_945,Random_profit_center_level_4_911,Random_profit_center_level_5_449,Random_profit_center_level_6_464,Random_profit_center_level_7_543
24,2023-01-01,Random_frequency_221,Random_gl_company_code_192,150400,Random_counter_party_gl_code_205,Random_intercompany_relationship_341,Random_regulated_ind_606,Random_fsa_eligibility_ind_954,Random_party_id_365,Random_currency_code_332,Random_legacy_gl_account_number_224,637.83,530.23,64.16,Random_multiply_divide_ind_561,700.25,Random_gl_product_344,Random_gl_account_description_924,Random_profit_center_159,Random_profit_center_desc_130,Random_legacy_consolidated_10q_level_1_419,Random_legacy_consolidated_10q_level_2_76,Random_legacy_consolidated_10q_level_3_90,Random_legacy_consolidated_10q_level_4_13,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_218,Random_legacy_consolidated_10q_level_7_485,Random_profit_center_level_1_354,Random_profit_center_level_2_879,Random_profit_center_level_3_786,Random_profit_center_level_4_312,Random_profit_center_level_5_526,Random_profit_center_level_6_306,Random_profit_center_level_7_947
194,2023-02-01,Random_frequency_628,Random_gl_company_code_296,150200,Random_counter_party_gl_code_788,Random_intercompany_relationship_539,Random_regulated_ind_538,Random_fsa_eligibility_ind_100,Random_party_id_40,Random_currency_code_437,Random_legacy_gl_account_number_853,678.79,331.07,575.7,Random_multiply_divide_ind_898,557.12,Random_gl_product_238,Random_gl_account_description_239,Random_profit_center_310,Random_profit_center_desc_883,Random_legacy_consolidated_10q_level_1_832,Random_legacy_consolidated_10q_level_2_390,Random_legacy_consolidated_10q_level_3_326,Random_legacy_consolidated_10q_level_4_145,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_825,Random_legacy_consolidated_10q_level_7_593,Random_profit_center_level_1_229,Random_profit_center_level_2_832,Random_profit_center_level_3_84,Random_profit_center_level_4_237,Random_profit_center_level_5_485,Random_profit_center_level_6_237,Random_profit_center_level_7_86
598,2023-01-01,Random_frequency_201,Random_gl_company_code_594,150200,Random_counter_party_gl_code_373,Random_intercompany_relationship_402,Random_regulated_ind_419,Random_fsa_eligibility_ind_880,Random_party_id_770,Random_currency_code_964,Random_legacy_gl_account_number_48,821.45,160.13,705.3,Random_multiply_divide_ind_560,631.45,Random_gl_product_195,Random_gl_account_description_399,Random_profit_center_789,Random_profit_center_desc_757,Random_legacy_consolidated_10q_level_1_3,Random_legacy_consolidated_10q_level_2_545,Random_legacy_consolidated_10q_level_3_683,Random_legacy_consolidated_10q_level_4_868,BLAH2,Random_legacy_consolidated_10q_level_6_779,Random_legacy_consolidated_10q_level_7_140,Random_profit_center_level_1_748,Random_profit_center_level_2_81,Random_profit_center_level_3_510,Random_profit_center_level_4_959,Random_profit_center_level_5_334,Random_profit_center_level_6_238,Random_profit_center_level_7_741
820,2023-02-01,Random_frequency_298,Random_gl_company_code_649,150500,Random_counter_party_gl_code_910,Random_intercompany_relationship_183,Random_regulated_ind_129,Random_fsa_eligibility_ind_396,Random_party_id_479,Random_currency_code_762,Random_legacy_gl_account_number_446,766.77,238.28,273.45,Random_multiply_divide_ind_395,873.47,Random_gl_product_501,Random_gl_account_description_683,Random_profit_center_448,Random_profit_center_desc_728,Random_legacy_consolidated_10q_level_1_141,Random_legacy_consolidated_10q_level_2_927,Random_legacy_consolidated_10q_level_3_810,Random_legacy_consolidated_10q_level_4_677,BLAH2,Random_legacy_consolidated_10q_level_6_108,Random_legacy_consolidated_10q_level_7_722,Random_profit_center_level_1_148,Random_profit_center_level_2_958,Random_profit_center_level_3_638,Random_profit_center_level_4_712,Random_profit_center_level_5_301,Random_profit_center_level_6_914,Random_profit_center_level_7_650
466,2023-02-01,Random_frequency_283,Random_gl_company_code_846,150400,Random_counter_party_gl_code_345,Random_intercompany_relationship_720,Random_regulated_ind_49,Random_fsa_eligibility_ind_390,Random_party_id_307,Random_currency_code_1000,Random_legacy_gl_account_number_599,382.69,544.78,908.43,Random_multiply_divide_ind_197,835.03,Random_gl_product_719,Random_gl_account_description_692,Random_profit_center_697,Random_profit_center_desc_123,Random_legacy_consolidated_10q_level_1_234,Random_legacy_consolidated_10q_level_2_418,Random_legacy_consolidated_10q_level_3_174,Random_legacy_consolidated_10q_level_4_71,BLAH4,Random_legacy_consolidated_10q_level_6_449,Random_legacy_consolidated_10q_level_7_353,Random_profit_center_level_1_400,Random_profit_center_level_2_462,Random_profit_center_level_3_670,Random_profit_center_level_4_11,Random_profit_center_level_5_716,Random_profit_center_level_6_612,Random_profit_center_level_7_617
665,2023-01-01,Random_frequency_836,Random_gl_company_code_847,150100,Random_counter_party_gl_code_414,Random_intercompany_relationship_124,Random_regulated_ind_495,Random_fsa_eligibility_ind_332,Random_party_id_313,Random_currency_code_187,Random_legacy_gl_account_number_682,539.49,405.08,178.59,Random_multiply_divide_ind_211,695.08,Random_gl_product_382,Random_gl_account_description_951,Random_profit_center_893,Random_profit_center_desc_740,Random_legacy_consolidated_10q_level_1_343,Random_legacy_consolidated_10q_level_2_592,Random_legacy_consolidated_10q_level_3_994,Random_legacy_consolidated_10q_level_4_844,BLAH2,Random_legacy_consolidated_10q_level_6_367,Random_legacy_consolidated_10q_level_7_576,Random_profit_center_level_1_346,Random_profit_center_level_2_118,Random_profit_center_level_3_353,Random_profit_center_level_4_753,Random_profit_center_level_5_899,Random_profit_center_level_6_904,Random_profit_center_level_7_921
535,2023-02-01,Random_frequency_389,Random_gl_company_code_407,150400,Random_counter_party_gl_code_490,Random_intercompany_relationship_514,Random_regulated_ind_605,Random_fsa_eligibility_ind_25,Random_party_id_446,Random_currency_code_143,Random_legacy_gl_account_number_7,795.47,345.3,647.45,Random_multiply_divide_ind_139,153.58,Random_gl_product_253,Random_gl_account_description_569,Random_profit_center_333,Random_profit_center_desc_890,Random_legacy_consolidated_10q_level_1_171,Random_legacy_consolidated_10q_level_2_106,Random_legacy_consolidated_10q_level_3_418,Random_legacy_consolidated_10q_level_4_686,BLAH1,Random_legacy_consolidated_10q_level_6_89,Random_legacy_consolidated_10q_level_7_449,Random_profit_center_level_1_204,Random_profit_center_level_2_736,Random_profit_center_level_3_842,Random_profit_center_level_4_227,Random_profit_center_level_5_44,Random_profit_center_level_6_754,Random_profit_center_level_7_718
380,2023-02-01,Random_frequency_214,Random_gl_company_code_6,150300,Random_counter_party_gl_code_443,Random_intercompany_relationship_373,Random_regulated_ind_84,Random_fsa_eligibility_ind_336,Random_party_id_283,Random_currency_code_250,Random_legacy_gl_account_number_44,29.04,491.36,90.11,Random_multiply_divide_ind_159,977.71,Random_gl_product_626,Random_gl_account_description_150,Random_profit_center_270,Random_profit_center_desc_522,Random_legacy_consolidated_10q_level_1_272,Random_legacy_consolidated_10q_level_2_58,Random_legacy_consolidated_10q_level_3_682,Random_legacy_consolidated_10q_level_4_169,BLAH1,Random_legacy_consolidated_10q_level_6_319,Random_legacy_consolidated_10q_level_7_435,Random_profit_center_level_1_974,Random_profit_center_level_2_8,Random_profit_center_level_3_472,Random_profit_center_level_4_579,Random_profit_center_level_5_811,Random_profit_center_level_6_701,Random_profit_center_level_7_945
129,2023-02-01,Random_frequency_547,Random_gl_company_code_453,150400,Random_counter_party_gl_code_339,Random_intercompany_relationship_973,Random_regulated_ind_64,Random_fsa_eligibility_ind_962,Random_party_id_715,Random_currency_code_168,Random_legacy_gl_account_number_936,70.39,755.16,635.57,Random_multiply_divide_ind_853,527.54,Random_gl_product_33,Random_gl_account_description_988,Random_profit_center_648,Random_profit_center_desc_963,Random_legacy_consolidated_10q_level_1_745,Random_legacy_consolidated_10q_level_2_959,Random_legacy_consolidated_10q_level_3_574,Random_legacy_consolidated_10q_level_4_150,BLAH2,Random_legacy_consolidated_10q_level_6_95,Random_legacy_consolidated_10q_level_7_890,Random_profit_center_level_1_415,Random_profit_center_level_2_369,Random_profit_center_level_3_592,Random_profit_center_level_4_240,Random_profit_center_level_5_326,Random_profit_center_level_6_541,Random_profit_center_level_7_618
